id,root_id,name,assigned_role,special_role,antag_roles
10100,49583,Isaiah Vader,Medical Doctor,Traitor,{Traitor}
10101,49583,Alan Smail,Forensic Technician,Traitor,{Traitor}
10102,49583,Gennady Whiteman,Security Officer,"",
10103,49583,Miller,default,"",
10104,49583,Jaxon Kepplinger,Security Cadet,"",
10105,49583,Marcus Arrow,Medical Doctor,"",
10106,49583,Kuriu Qlio'kaf,Research Director,"",
5525,49437,John Don,Medical Doctor,"",
5526,49437,Leroy White,Security Officer,"",
5527,49437,M'ark M'rshan,Paramedic,"",
5528,49437,Jeremy Simpson,Scientist,"",
5529,49437,Drill Gnoos,Chaplain,Head Revolutionary,{Head Revolutionary}
5530,49437,Omicron,Roboticist,"",
5531,49437,Kris Merdrod,Paramedic,"",
5532,49437,Hugo Duncan,Cyborg,"",
5533,49437,Max Murray,Security Cadet,"",
5534,49437,Yrtem Kingdarli,Security Cadet,"",
5535,49437,Harvey Schaeffer,Psychiatrist,"",
5536,49437,Bryan James,Chef,Revolutionary,{Revolutionary}
297,49285,alien hunter (394),Alien,Hunter,{Xenomorph}
298,49285,Dominic Christman,Cyborg,"",
299,49285,alien sentinel (441),Alien,Sentinel,{Xenomorph}
300,49285,Larry Barret,Alien,Larva,{Xenomorph}
301,49285,Bryan Lineman,Psychiatrist,"",
302,49285,Henry Dolton,Shaft Miner,"",
303,49285,Ma'ajika Shraji,Station Engineer,"",
304,49285,Keegan Hunt,Security Officer,"",
305,49285,Kenneth Harrow,Shaft Miner,"",
306,49285,Connor Moore,Security Officer,"",
307,49285,Ivan Huga,Medical Intern,"",
308,49285,Alexander Sidorov,Scientist,"",
309,49285,Jason Snyder,Research Assistant,"",
310,49285,Eugene Angelo,Detective,"",
311,49285,C.A.S.S.I.E,AI,"",
312,49285,Cy Black,Scientist,"",
313,49285,Nikolay Gorgulov,Chaplain,"",
314,49285,Curly Mens,Medical Doctor,"",
315,49285,John Don,Paramedic,"",
316,49285,Russell Hall,Virologist,"",
317,49285,Buster Frown,Clown,"",
318,49285,Jose Butterfill,Chief Engineer,"",
319,49285,Drill Gnoos,Mime,"",
320,49285,Thomas Leech,Cargo Technician,"",
321,49285,Kenzi Merriman,Botanist,"",
322,49285,Ink Void,Paramedic,"",
323,49285,Radik Kuzakin,Head of Security,"",
324,49285,Kaede Klein,Xenoarchaeologist,"",
325,49285,Brodie McDonald,Test Subject,"",
326,49285,Dorothy Woodward,Librarian,"",
327,49285,Ulishahs Oshus,Atmospheric Technician,"",
328,49285,Richard Sidner,Recycler,"",
329,49285,Aphelios Tildor,Internal Affairs Agent,"",
330,49285,Dennis Greene,Security Officer,"",
331,49285,Leon Churchill,Roboticist,"",
332,49285,Leroy White,Medical Doctor,"",
333,49285,Pablo Zalack,Quartermaster,"",
334,49285,Thomas Leech,"","",
335,49285,Hubert Tucker,Chief Medical Officer,"",
336,49285,Connor Moore,"","",
337,49285,PBU-365,Cyborg,"",
338,49285,Nikita Bubencov,Chef,"",
339,49285,alien facehugger (245),MODE,Xenomorph,{Xenomorph}
427,49285,Nick Fox,"","",
5537,49437,Steven Koolen,Chief Medical Officer,"",
5538,49437,Ez-27,AI,"",
5539,49437,Aphelios Tildor,Test Subject,"",
5540,49437,Zach'ary S'eelig,Security Officer,"",
5541,49437,Cold Winds Of Winter,Scientist,"",
5542,49437,Leonardo Rockwell,Security Officer,"",
5543,49437,Norman Normans,Station Engineer,"",
5544,49437,Michael Goliafof,Virologist,"",
5545,49437,Hoshash Lushita,Botanist,Revolutionary,{Revolutionary}
5546,49437,Koudi Cooper,Roboticist,"",
5547,49437,Lim Al-Kuds,Quartermaster,"",
5548,49437,Alisa Don,Geneticist,"",
5549,49437,Evgeniy Barabulka,Security Officer,"",
5550,49437,Max Russell,Technical Assistant,Revolutionary,{Revolutionary}
10107,49583,BGB-306,Cyborg,"",
10108,49583,Linton Compton,Chief Engineer,"",
10109,49583,Son Of Bucket,Station Engineer,"",
10110,49583,Otto Schulz,Head of Personnel,"",
7683,49511,Lawrence Harrow,Cyborg,"",
7684,49511,Alan Smail,Forensic Technician,"",
7686,49511,Wadim Wolkow,Chef,"",
16566,49772,podkid (988),default,"",
16567,49772,Jose Butterfill,Head of Personnel,"",
16568,49772,Sophia Siouxie,Test Subject,"",
16569,49772,Annabelle Archibald,Medical Doctor,"",
16570,49772,Marks Jones,Chemist,"",
16571,49772,Ivan Huga,Chemist,"",
16572,49772,Ruben Foster,Security Officer,"",
16573,49773,M'ark M'rshan,Station Engineer,"",
16574,49773,Autumn Baker,Medical Doctor,Traitor,{Traitor}
16575,49773,Jose Butterfill,Head of Personnel,"",
16576,49773,T-850,AI,"",
16577,49773,Gatatikikichakiya,Atmospheric Technician,"",
340,49285,alien queen (612),Alien,Queen,{Xenomorph}
341,49285,alien facehugger (73),MODE,Xenomorph,{Xenomorph}
342,49285,alien facehugger (692),MODE,Xenomorph,{Xenomorph}
343,49285,alien facehugger (46),MODE,Xenomorph,{Xenomorph}
344,49285,alien larva (252),Alien,Larva,{Xenomorph}
345,49285,alien facehugger (593),MODE,Xenomorph,{Xenomorph}
346,49285,alien larva (128),MODE,Larva,{Xenomorph}
347,49285,alien sentinel (735),Alien,Sentinel,{Xenomorph}
348,49285,alien facehugger (939),MODE,Xenomorph,{Xenomorph}
349,49285,alien larva (944),MODE,Larva,{Xenomorph}
350,49285,alien facehugger (983),MODE,Xenomorph,{Xenomorph}
351,49285,Linton Compton,Security Cadet,"",
352,49285,alien facehugger (203),MODE,Xenomorph,{Xenomorph}
353,49285,Sivean Doulson,Botanist,"",
354,49285,alien larva (74),MODE,Larva,{Xenomorph}
355,49285,alien facehugger (112),MODE,Xenomorph,{Xenomorph}
356,49285,alien facehugger (241),MODE,Xenomorph,{Xenomorph}
357,49285,alien facehugger (573),MODE,Xenomorph,{Xenomorph}
358,49285,alien larva (360),MODE,Larva,{Xenomorph}
359,49285,Jack Armchairovich,default,"",
360,49285,Georg Selinof,Xenoarchaeologist,"",
361,49285,alien hunter (678),Alien,Hunter,{Xenomorph}
362,49285,Danny Roby,Technical Assistant,"",
363,49285,podkid (466),"","",
364,49285,alien facehugger (361),MODE,Xenomorph,{Xenomorph}
365,49285,alien facehugger (682),MODE,Xenomorph,{Xenomorph}
366,49285,alien facehugger (411),MODE,Xenomorph,{Xenomorph}
367,49285,Keegan Hunt,default,"",
368,49285,alien facehugger (925),Alien,Xenomorph,{Xenomorph}
369,49285,Silver Eyes,Roboticist,"",
370,49285,Pablo Zalack,default,"",
371,49285,Larry Barret,Shaft Miner,"",
372,49285,Noah Eckhardstein,Recycler,"",
373,49285,alien facehugger (53),MODE,Xenomorph,{Xenomorph}
374,49285,alien drone (532),Alien,Drone,{Xenomorph}
375,49285,Lion Remark,Medical Doctor,"",
376,49285,alien facehugger (903),MODE,Xenomorph,{Xenomorph}
377,49285,alien facehugger (204),MODE,Xenomorph,{Xenomorph}
378,49285,alien facehugger (88),MODE,Xenomorph,{Xenomorph}
379,49285,alien facehugger (62),MODE,Xenomorph,{Xenomorph}
380,49285,alien facehugger (494),MODE,Xenomorph,{Xenomorph}
381,49285,alien facehugger (312),MODE,Xenomorph,{Xenomorph}
382,49285,alien facehugger (703),MODE,Xenomorph,{Xenomorph}
383,49285,John Gardner,Paramedic,"",
384,49285,Xia'quviaq Quwckrga,Chemist,"",
385,49285,alien facehugger (137),MODE,Xenomorph,{Xenomorph}
386,49285,alien facehugger (184),Alien,Xenomorph,{Xenomorph}
387,49285,alien facehugger (464),MODE,Xenomorph,{Xenomorph}
388,49285,alien facehugger (101),MODE,Xenomorph,{Xenomorph}
389,49285,alien facehugger (814),MODE,Xenomorph,{Xenomorph}
390,49285,alien facehugger (414),MODE,Xenomorph,{Xenomorph}
391,49285,alien facehugger (137),MODE,Xenomorph,{Xenomorph}
392,49285,alien larva (734),MODE,Larva,{Xenomorph}
393,49285,alien facehugger (950),MODE,Xenomorph,{Xenomorph}
394,49285,alien facehugger (852),MODE,Xenomorph,{Xenomorph}
395,49285,alien facehugger (108),MODE,Xenomorph,{Xenomorph}
396,49285,alien facehugger (945),MODE,Xenomorph,{Xenomorph}
397,49285,alien facehugger (38),MODE,Xenomorph,{Xenomorph}
398,49285,Myron Demetrios,Janitor,"",
399,49285,alien facehugger (449),MODE,Xenomorph,{Xenomorph}
400,49285,alien hunter (803),Alien,Hunter,{Xenomorph}
401,49285,alien facehugger (153),MODE,Xenomorph,{Xenomorph}
402,49285,alien facehugger (540),MODE,Xenomorph,{Xenomorph}
403,49285,alien facehugger (8),MODE,Xenomorph,{Xenomorph}
404,49285,alien facehugger (159),MODE,Xenomorph,{Xenomorph}
405,49285,alien larva (251),MODE,Larva,{Xenomorph}
406,49285,Dane Blackburn,Medical Intern,"",
407,49285,alien facehugger (121),MODE,Xenomorph,{Xenomorph}
408,49285,alien larva (615),MODE,Larva,{Xenomorph}
409,49285,alien facehugger (431),MODE,Xenomorph,{Xenomorph}
410,49285,alien facehugger (867),MODE,Xenomorph,{Xenomorph}
411,49285,alien facehugger (215),MODE,Xenomorph,{Xenomorph}
412,49285,alien facehugger (797),MODE,Xenomorph,{Xenomorph}
413,49285,alien facehugger (753),MODE,Xenomorph,{Xenomorph}
414,49285,alien facehugger (206),MODE,Xenomorph,{Xenomorph}
415,49285,alien facehugger (570),MODE,Xenomorph,{Xenomorph}
416,49285,alien facehugger (848),MODE,Xenomorph,{Xenomorph}
417,49285,alien facehugger (910),MODE,Xenomorph,{Xenomorph}
418,49285,Ohara Noboru,Test Subject,"",
419,49285,alien larva (741),Alien,Larva,{Xenomorph}
420,49285,alien queen (156),Alien,Queen,{Xenomorph}
421,49285,alien facehugger (183),MODE,Xenomorph,{Xenomorph}
422,49285,alien facehugger (24),Alien,Xenomorph,{Xenomorph}
423,49285,Christ Garaberian,Station Engineer,"",
424,49285,alien larva (223),MODE,Larva,{Xenomorph}
425,49285,Max Woodward,Test Subject,"",
426,49285,maintenance drone (275),Cyborg,"",
428,49285,Cliff Osteen,"","",
429,49285,Alfred Addison,Station Engineer,"",
430,49285,Adamantine Golem (44),default,"",
431,49285,alien larva (255),MODE,Larva,{Xenomorph}
432,49285,Amshi Ammurio,Librarian,"",
433,49285,Anatoly Oktyabrsky,Technical Assistant,"",
434,49285,Nikolay Gorgulov,"","",
435,49285,Santiago Stephenson,Internal Affairs Agent,"",
436,49285,mouse (475),Animal,"",
437,49285,Edgar Shaffer,Test Subject,"",
438,49285,Osmund Dennis,Test Subject,"",
439,49285,mouse (36),Animal,"",
440,49285,maintenance drone (533),Cyborg,"",
441,49285,Vlad Cubovich,Test Subject,"",
442,49285,Elizabeth Rubram,Forensic Technician,"",
443,49285,grey adult slime (270),slime,"",
444,49285,maintenance drone (549),Cyborg,"",
445,49286,Ra'Shima Mijsha,Scientist,"",
446,49286,Elizabeth Wayne,Quartermaster,"",
447,49286,Lord Tetrintol,MODE,Wizard,{Wizard}
448,49286,Marcus Fulton,Shaft Miner,"",
449,49286,Yandex,AI,"",
450,49286,Freddie Reed,Test Subject,"",
451,49286,Jackson Taggart,Janitor,"",
452,49286,Vincent Rahl,Cyborg,"",
453,49286,Sprinkledinkle,Clown,Traitor,{Traitor}
454,49286,Leonardo Holdeman,Chef,"",
455,49286,Anton Sendor,Recycler,"",
456,49286,Alex King,Security Officer,"",
457,49286,Mon'sher Joshum,Paramedic,"",
458,49286,Seassant-An Nueve,Station Engineer,"",
459,49286,Robert Walker,Recycler,"",
460,49286,Liam O'Shea,Chief Medical Officer,"",
461,49286,Westerose Krieg,Atmospheric Technician,"",
462,49286,Wolter Kefier,Psychiatrist,"",
463,49286,Keegan Hunt,Roboticist,"",
464,49286,Ra'jir Ashar,Station Engineer,"",
465,49286,Trey Noton,Shaft Miner,"",
466,49286,maintenance drone (893),Cyborg,"",
467,49286,Dane Blackburn,Technical Assistant,"",
468,49287,Alpha,AI,"",{Traitor}
469,49287,Trey Noton,Recycler,"",
470,49287,Marcus Fulton,Chaplain,"",
471,49287,Liam O'Shea,Chief Medical Officer,Traitor,{Traitor}
472,49287,Xander Morris,Test Subject,"",
473,49287,Westerose Krieg,Atmospheric Technician,"",
474,49287,Ra'jir Ashar,Station Engineer,"",
475,49287,Kaylie Pennington,Botanist,"",
476,49287,Freja Jens,Chemist,"",
477,49287,Wesley Shupe,Bartender,"",
478,49287,mouse (881),Animal,"",
479,49287,Neroder,Clown,"",
480,49287,Ninja,default,"",
481,49287,Anna Belko,Scientist,"",
482,49287,Lucas Gibson,Medical Doctor,"",
483,49287,Marci Blaysee,Paramedic,"",
484,49287,Henry Dolton,Shaft Miner,"",
485,49287,Wolter Kefier,Mime,"",
486,49287,Anton Sendor,Test Subject,"",
487,49287,Cassian Dennis,Test Subject,"",
488,49287,Allen Ramos,Roboticist,"",
489,49287,Juan Williis,Test Subject,"",
490,49287,Katyusha Morozova,Medical Doctor,"",
491,49287,maintenance drone (394),Cyborg,"",
492,49287,mouse (957),Animal,"",
493,49288,Brodie McDonald,Warden,"",
494,49288,Artem Byblikov,Xenobiologist,"",
495,49288,Tahikaeeti,Chemist,"",
496,49288,Troy Orgail,Botanist,"",
497,49288,Talon Easter,Cyborg,"",
498,49288,John Gardner,Chaplain,"",
499,49288,Aramsha Jarmack,Librarian,"",
500,49288,Lion Remark,Animal,"",
501,49288,Dorothy Woodward,Test Subject,"",
502,49288,Michael Goliafof,Recycler,"",
503,49288,Robert Liech,Head of Personnel,"",
504,49288,Max Woodward,Animal,"",
505,49288,Alfred Addison,Scientist,"",
506,49288,Connor Moore,Security Officer,"",
507,49288,Aphelios Tildor,Test Subject,"",
508,49288,Rudolf Wolff,Test Subject,"",
5551,49437,Ink Void,Shaft Miner,"",
5552,49437,Kaylie Pennington,Shaft Miner,"",
5553,49437,Jose Butterfill,Security Officer,"",
5554,49437,Robert Liech,Head of Personnel,"",
5555,49437,Hans Uberman,Scientist,Revolutionary,{Revolutionary}
5556,49437,Ashton Whittier,Cyborg,"",
5557,49437,Nikolas Snyder,Recycler,"",
5558,49437,Sa'rekh Sverakh,Xenobiologist,"",
5559,49437,John Gardner,Recycler,Head Revolutionary,{Head Revolutionary}
5560,49437,Oldman Kirsan,Shaft Miner,Revolutionary,{Revolutionary}
5561,49437,Kirill LLisenko,Animal,Revolutionary,{Revolutionary}
5562,49437,Silver Eyes,Bartender,"",
5563,49437,Jonathan Jozaf,Technical Assistant,"",
5564,49437,Max Woodward,Detective,"",
5565,49437,Jung Prods,Chemist,"",
5566,49437,Janel Clarke,Chemist,"",
5567,49437,HOG-461,Cyborg,"",
5568,49437,Cassian Winton,Geneticist,"",
5569,49437,Archie Moore,Forensic Technician,"",
10111,49583,Alex Bennett,Station Engineer,"",
509,49288,Anatoly Oktyabrsky,Technical Assistant,"",
510,49288,Elizabeth Rubram,Forensic Technician,"",
511,49288,Ivan Huga,Medical Intern,"",
512,49288,Rick Shorts,Roboticist,"",
513,49288,Kaylie Pennington,Scientist,"",
514,49288,Vladimir Nesterenko,Test Subject,"",
515,49288,Ezekiel Woodward,Chef,"",
516,49288,Jose Butterfill,Chief Engineer,"",
517,49288,Ink Void,Shaft Miner,"",
518,49288,Eugene Angelo,Detective,"",
519,49288,Myron Demetrios,Head of Security,"",
520,49288,Noah Eckhardstein,Recycler,"",
521,49288,Nikolay Gorgulov,Geneticist,"",
522,49288,Merk Asacris,Cyborg,"",
523,49288,Ma'ajika Shraji,Station Engineer,"",
524,49288,Dominick Pycroft,Xenoarchaeologist,"",
525,49288,John Don,Paramedic,"",
526,49288,Osmund Dennis,Test Subject,"",
527,49288,Kaela Pratt,Security Officer,"",
528,49288,Kenzi Merriman,Botanist,"",
529,49288,Paral Dune,Test Subject,"",
530,49288,Cy Black,Technical Assistant,"",
531,49288,Silver Eyes,Mime,"",
532,49288,K'haran Jartani,Paramedic,"",
533,49288,Forget Me Not,Test Subject,"",
534,49288,Nick Fox,Test Subject,"",
535,49288,Georg Selinof,Virologist,"",
536,49288,MANHATTAN,Clown,"",
537,49288,Cliff Osteen,Security Officer,"",
538,49288,Nikita Bubencov,Security Cadet,"",
539,49288,Archie Moore,Security Officer,"",
540,49288,Blob Overmind (152),MODE,Blob Cerebrate,{Blob Cerebrate}
541,49288,Riko De Falco,Security Officer,"",
542,49288,Gerss Pharengeit,Station Engineer,"",
543,49288,Max Oguzkov,Janitor,"",
544,49288,Oldman Kirsan,Shaft Miner,"",
545,49288,Richard Lowe,Test Subject,"",
546,49288,Blob Overmind (764),MODE,Blob Cerebrate,{Blob Cerebrate}
547,49288,Morgan Prevatt,Bartender,"",
548,49288,Unbelievable God,Chaplain`s staff,"",
549,49288,mouse (971),Animal,"",
550,49288,Dmitriy Ulyanov,Test Subject,"",
551,49288,Amshi Ammurio,Cargo Technician,"",
552,49288,Troy Orgail,"","",
553,49288,Leroy Morris,Test Subject,"",
554,49288,Troy Orgail,default,"",
555,49288,Troy Orgail,"","",
556,49288,Bryan Lineman,Psychiatrist,"",
557,49288,George Kropotkin,Security Cadet,"",
558,49289,Merk Asacris,Cyborg,"",
559,49289,Paral Dune,Test Subject,"",
560,49289,Mystryl Darkmagic,MODE,Wizard,{Wizard}
561,49289,George Kropotkin,Chief Medical Officer,"",
562,49289,Kaela Pratt,Station Engineer,Traitor,{Traitor}
563,49289,Aramsha Jarmack,Librarian,Traitor,{Traitor}
564,49289,Troy Orgail,Head of Personnel,"",
565,49289,Max Woodward,Paramedic,"",
566,49289,Max Oguzkov,Janitor,"",
567,49289,Elminister Unseen,MODE,Wizard,{Wizard}
568,49289,Bryan Lineman,Psychiatrist,"",
569,49289,Kenzi Merriman,Security Officer,"",
570,49289,Cliff Osteen,Security Officer,"",
571,49289,Ivan Huga,Medical Intern,"",
572,49289,John Gardner,Recycler,"",
573,49289,Osmund Dennis,Test Subject,"",
574,49289,Archie Moore,Recycler,"",
575,49289,Nikolay Gorgulov,Internal Affairs Agent,"",
5570,49437,Jack Willows,Cargo Technician,Revolutionary,{Revolutionary}
5571,49437,Kirill Vasanski,Station Engineer,Revolutionary,{Revolutionary}
5572,49437,David Garneys,Test Subject,"",
5573,49437,Unbelievable God,Cyborg,"",
5574,49437,Amelia Evilstone,Xenobiologist,"",
5575,49437,Ivan Huga,Botanist,"",
5576,49437,Adam Sommer,Medical Doctor,Revolutionary,{Revolutionary}
5577,49437,maintenance drone (713),Cyborg,"",
5578,49437,Amos Best,Quartermaster,"",
5579,49437,Jir'rim Rajrramr,Atmospheric Technician,"",
5580,49437,Zikkykikati,Station Engineer,Revolutionary,{Revolutionary}
5581,49437,Carlos Patel,Research Assistant,"",
5582,49437,Henry Dolton,Janitor,Revolutionary,{Revolutionary}
5583,49437,Denis Suvorov,Test Subject,"",
5584,49437,Kuriu Qlio'kaf,Xenoarchaeologist,"",
5585,49437,Demian Norton,Medical Doctor,"",
5586,49437,mouse (194),Animal,"",
5587,49437,Adamantine Golem (160),default,"",
5588,49437,Daril Ashes,Station Engineer,"",
5589,49437,Bab Abue,Cargo Technician,"",
5590,49437,Bill Laborde,Xenoarchaeologist,"",
5591,49437,Dmitriy Rovel,Xenoarchaeologist,"",
5592,49437,Katyusha Morozova,Medical Doctor,"",
5593,49437,Heydrich Vibbler,Captain,"",
5594,49437,Unbelievable God,Chaplain`s staff,"",
5595,49437,Igor Zhe,Librarian,"",
5596,49437,Seymour Briggs,Test Subject,"",
5597,49437,Balabol,Clown,"",
5598,49437,Zayden Fiddler,Chef,"",
5599,49437,mouse (973),Animal,"",
5600,49437,Tinara Nero,Security Cadet,"",
5601,49437,Jonathan Priebe,Security Officer,"",
5602,49437,Porter Blackburn,Station Engineer,"",
5603,49437,mouse (444),Animal,"",
5604,49437,mouse (925),Animal,"",
5605,49437,Tony Barbiero,Atmospheric Technician,"",
5606,49437,Artem Byblikov,Test Subject,"",
5607,49437,Lim Al-Kuds,Test Subject,"",
10112,49583,Tamsin Winton,Detective,"",
16578,49773,Marks Jones,Chemist,"",
16579,49773,Ivan Huga,Chemist,"",
16580,49773,Tom Kazansky,Cargo Technician,"",
576,49289,Mordenkainen Darko,MODE,Wizard,{Wizard}
577,49289,Alfred Addison,Scientist,"",
578,49289,Noah Eckhardstein,Botanist,"",
579,49289,Aimu Ser'ra,Paramedic,"",
580,49289,Nikita Bubencov,Warden,"",
581,49289,Emil Lloyd,Forensic Technician,"",
582,49289,Dominick Pycroft,Cyborg,"",
583,49289,Myron Demetrios,Chaplain,"",
584,49289,Ma'ajika Shraji,Station Engineer,"",
585,49289,Issar Hess,Xenoarchaeologist,"",
586,49289,Dmitriy Ulyanov,Internal Affairs Agent,"",
587,49289,Michael Goliafof,Chemist,"",
588,49289,MANHATTAN,Clown,"",
589,49289,Vladimir Nesterenko,Test Subject,"",
590,49289,Calvin Wilson,Head of Security,"",
591,49289,Gerss Pharengeit,Station Engineer,"",
592,49289,Kaylie Pennington,Chef,"",
593,49289,Lim Tresspadas,Station Engineer,"",
594,49289,Tahikaeeti,Chemist,"",
595,49289,Cassian Winton,Station Engineer,"",
596,49289,Eugene Angelo,Detective,"",
597,49289,Richard Lowe,Test Subject,"",
598,49289,Oldman Kirsan,Shaft Miner,"",
599,49289,Jose Butterfill,Chief Engineer,"",
600,49289,Georg Selinof,Virologist,"",
601,49289,Silver Eyes,Botanist,"",
602,49289,Ezekiel Woodward,Quartermaster,Traitor,{Traitor}
603,49289,Yan Remi,Medical Doctor,"",
604,49289,Russell Hall,Shaft Miner,"",
605,49289,Elaou Fazil,Security Officer,"",
606,49289,Morgan Prevatt,Medical Doctor,"",
607,49289,K'haran Jartani,Atmospheric Technician,"",
608,49289,Linton Compton,Security Cadet,"",
609,49289,Milton Lester,Botanist,"",
610,49289,Kristina Albright,Medical Doctor,"",
611,49289,ORNG-571,Cyborg,"",
612,49289,Crystal Sealis,Technical Assistant,"",
613,49289,Joon Deleon,Medical Doctor,"",
614,49289,podkid (320),"","",
615,49289,Unbelievable God,Chaplain`s staff,"",
616,49289,Dominick Addison,Geneticist,"",
617,49289,podkid (655),default,"",
618,49289,Rikitarikiri,Technical Assistant,Traitor,{Traitor}
619,49289,Brodie McDonald,Test Subject,"",
620,49289,Johnathan Wood,Medical Intern,"",
621,49289,podkid (616),"","",
623,49289,Troy Orgail,default,"",
10113,49584,Henry Leichter,Detective,"",
10114,49584,Kaylie Pennington,Test Subject,Traitor,{Traitor}
10115,49584,Joseph Dreyfus,Mime,"",
10116,49584,Gulum-Zeeus Mereemarush,Chaplain,"",
10117,49584,Artem Kotov,Station Engineer,"",
10118,49584,Noelle Thompson,Chef,"",
5608,49438,Malificient,AI,"",
5609,49438,Marcus Arrow,Medical Doctor,"",
5610,49438,Johnathan Armstrong,Scientist,"",
5611,49438,Artem Kotov,Cyborg,"",
5612,49438,Alexander Sokolov,Station Engineer,Traitor,{Traitor}
5613,49438,Edward Brown,Test Subject,"",
5614,49438,Mr.Honky,Clown,"",
5615,49438,Vladimir Nesterenko,Test Subject,"",
5616,49438,Victor Blame,Detective,"",
5617,49438,John Parker,Head of Personnel,Traitor,{Traitor}
5618,49438,Alan Ward,Xenoarchaeologist,"",
5619,49438,Brave Fly,Forensic Technician,"",
5620,49438,Grace Jackson,Chef,"",
5621,49438,Vincent Rahl,Test Subject,Traitor,{Traitor}
5622,49438,Roberto Pinney,Station Engineer,"",
5623,49438,Carson Arcs,Janitor,"",
5624,49438,Ra'Shima Mijsha,Recycler,"",
5625,49438,Jir'rim Rajrramr,Cargo Technician,"",
